,Country Name,Control of Corruption: Estimate,Multilateral debt service (% of public and publicly guaranteed debt service),"Access to clean fuels and technologies for cooking, rural (% of rural population)","Access to clean fuels and technologies for cooking, urban (% of urban population)",Access to clean fuels and technologies for cooking (% of population),"Access to electricity, rural (% of rural population)","Access to electricity, urban (% of urban population)",Access to electricity (% of population),Compensation of employees (current LCU),Compensation of employees (% of expense),Adjusted savings: education expenditure (current US$),Adjusted net national income per capita (current US$),Terms of trade adjustment (constant LCU),Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Adequacy of unemployment benefits and ALMP (% of total welfare of beneficiary households),Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of social insurance programs (% of total welfare of beneficiary households),Political Stability and Absence of Violence/Terrorism: Estimate,"Literacy rate, youth female (% of females ages 15-24)","Literacy rate, youth (ages 15-24), gender parity index (GPI)","Literacy rate, youth male (% of males ages 15-24)","Literacy rate, youth total (% of people ages 15-24)","Literacy rate, adult female (% of females ages 15 and above)","Literacy rate, adult male (% of males ages 15 and above)","Literacy rate, adult total (% of people ages 15 and above)","Compulsory education, duration (years)","Children out of school, primary","Children out of school, primary, female","Children out of school, female (% of female primary school age)","Children out of school, primary, male","Children out of school, male (% of male primary school age)",Children out of school (% of primary school age),"Adolescents out of school, female (% of female lower secondary school age)","Adolescents out of school, male (% of male lower secondary school age)",Adolescents out of school (% of lower secondary school age),Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),"Community health workers (per 1,000 people)",Pregnant women receiving prenatal care (%),People using at least basic sanitation services (% of population),Births attended by skilled health staff (% of total),Current health expenditure (% of GDP),Current health expenditure per capita (current US$),Proportion of people living below 50 percent of median income (%),Multidimensional poverty headcount ratio (UNDP) (% of population),Multidimensional poverty headcount ratio (World Bank) (% of population),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Children in employment, study and work, female (% of female children in employment, ages 7-14)","Children in employment, study and work, male (% of male children in employment, ages 7-14)","Children in employment, study and work (% of children in employment, ages 7-14)","Children in employment, work only, female (% of female children in employment, ages 7-14)","Children in employment, work only, male (% of male children in employment, ages 7-14)","Children in employment, work only (% of children in employment, ages 7-14)","Children in employment, total (% of children ages 7-14)",Unemployment with advanced education (% of total labor force with advanced education),Unemployment with basic education (% of total labor force with basic education),Unemployment with intermediate education (% of total labor force with intermediate education),"Unemployment, total (% of total labor force) (national estimate)","Children in employment, wage workers, female (% of female children in employment, ages 7-14)","Children in employment, wage workers, male (% of male children in employment, ages 7-14)","Children in employment, wage workers (% of children in employment, ages 7-14)","Adolescent fertility rate (births per 1,000 women ages 15-19)",Wanted fertility rate (births per woman),Women who were first married by age 15 (% of women ages 20-24),Women who were first married by age 18 (% of women ages 20-24),Teenage mothers (% of women ages 15-19 who have had children or are currently pregnant),Age dependency ratio (% of working-age population),"Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)",Urban population (% of total population)
85,Gabon,156.875,33.791666666666664,143.125,120.41666666666667,111.45833333333333,218.125,177.58333333333334,174.70833333333334,27.125,42.041666666666664,124.5,110.45833333333333,167.625,79.54166666666667,,35.708333333333336,79.41666666666667,95.66666666666667,130.16666666666666,13.875,145.91666666666666,133.875,117.41666666666667,123.91666666666667,118.70833333333333,62.0,134.33333333333334,123.16666666666667,168.70833333333334,123.125,172.04166666666666,179.04166666666666,153.625,163.45833333333334,165.83333333333334,137.33333333333334,136.875,6.041666666666667,188.375,,,90.0,206.79166666666666,154.04166666666666,221.58333333333334,129.08333333333334,106.08333333333333,58.0,91.91666666666667,156.79166666666666,157.70833333333334,155.33333333333334,123.5,92.16666666666667,108.125,85.83333333333333,80.125,84.5,12.166666666666666,17.875,13.5,61.458333333333336,,,,226.125,39.625,56.208333333333336,50.333333333333336,232.125,42.666666666666664,99.25,87.20833333333333,64.375,200.08333333333334,99.16666666666667,199.70833333333334,35.416666666666664
86,"Gambia, The",132.0,98.29166666666667,213.58333333333334,220.91666666666666,217.375,223.08333333333334,232.08333333333334,215.75,,,181.79166666666666,210.08333333333334,83.41666666666667,83.95833333333333,,1.3333333333333333,102.125,101.375,187.79166666666666,170.04166666666666,191.125,190.45833333333334,188.16666666666666,189.125,188.75,108.04166666666667,142.45833333333334,128.91666666666666,169.58333333333334,133.70833333333334,179.25,183.04166666666666,151.125,163.91666666666666,166.5,12.791666666666666,140.29166666666666,154.83333333333334,197.58333333333334,130.79166666666666,18.166666666666668,79.375,201.91666666666666,197.16666666666666,169.04166666666666,213.41666666666666,97.625,81.0,102.08333333333333,151.70833333333334,196.70833333333334,189.95833333333334,200.33333333333334,190.125,192.66666666666666,23.041666666666668,24.291666666666668,25.416666666666668,74.95833333333333,73.70833333333333,72.58333333333333,68.79166666666667,103.45833333333333,132.45833333333334,173.875,155.5,3.9166666666666665,10.041666666666666,4.875,211.625,66.41666666666667,107.66666666666667,96.375,40.0,252.16666666666666,48.583333333333336,252.08333333333334,133.54166666666666
87,Georgia,86.16666666666667,50.291666666666664,130.70833333333334,112.91666666666667,122.95833333333333,18.25,26.208333333333332,21.5,134.20833333333334,169.375,138.33333333333334,135.625,74.125,30.333333333333332,,6.291666666666667,,152.125,25.958333333333332,75.33333333333333,26.041666666666668,24.708333333333332,15.375,15.083333333333334,14.0,135.16666666666666,62.916666666666664,50.958333333333336,29.791666666666668,59.958333333333336,41.125,55.166666666666664,96.79166666666667,66.54166666666667,45.75,96.95833333333333,98.79166666666667,171.79166666666666,125.41666666666667,98.54166666666667,,62.625,124.20833333333333,55.333333333333336,62.041666666666664,121.625,105.25,5.0,93.375,185.125,179.33333333333334,188.25,147.70833333333334,165.33333333333334,156.79166666666666,87.83333333333333,90.41666666666667,90.16666666666667,10.166666666666666,7.583333333333333,7.041666666666667,71.16666666666667,193.79166666666666,104.08333333333333,193.125,208.70833333333334,41.083333333333336,24.875,32.0,136.83333333333334,,22.458333333333332,50.5,,103.58333333333333,214.45833333333334,82.04166666666667,134.95833333333334
88,Germany,13.291666666666666,,1.0,1.0,1.0,1.0,1.0,1.0,77.66666666666667,198.25,3.0,18.083333333333332,71.70833333333333,,,,,52.583333333333336,,,,,,,,11.5,114.0,103.58333333333333,34.875,109.41666666666667,40.083333333333336,53.0,20.625,28.041666666666668,33.75,196.83333333333334,25.958333333333332,41.583333333333336,12.958333333333334,11.5,,1.0,35.041666666666664,110.625,13.708333333333334,13.333333333333334,42.375,,8.708333333333334,53.666666666666664,37.375,48.791666666666664,24.125,19.875,20.416666666666668,,,,,,,,44.208333333333336,148.16666666666666,64.66666666666667,107.66666666666667,,,,30.041666666666668,,,,,109.75,259.2916666666667,11.625,67.29166666666667
89,Ghana,96.95833333333333,28.583333333333332,186.375,193.0,187.91666666666666,202.08333333333334,204.08333333333334,198.83333333333334,109.625,61.291666666666664,78.66666666666667,186.66666666666666,87.0,61.25,,,1.625,110.375,145.875,151.91666666666666,145.04166666666666,144.29166666666666,149.375,154.125,152.08333333333334,59.25,174.875,164.625,152.75,167.04166666666666,155.0,161.875,132.875,128.95833333333334,139.70833333333334,130.0,75.125,114.79166666666667,198.20833333333334,140.875,33.5,85.5,251.45833333333334,196.125,195.375,183.16666666666666,138.0,69.0,117.54166666666667,10.416666666666666,51.041666666666664,33.916666666666664,198.08333333333334,194.08333333333334,198.125,51.375,57.875,45.333333333333336,46.625,40.125,52.666666666666664,60.833333333333336,117.375,74.375,131.875,96.75,27.625,20.583333333333332,23.291666666666668,190.41666666666666,45.541666666666664,79.79166666666667,79.33333333333333,31.583333333333332,202.04166666666666,49.958333333333336,204.25,152.29166666666666
90,Gibraltar,,,,,,1.0,36.875,41.291666666666664,,,,,,,,,,,,,,,,,,57.416666666666664,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,52.333333333333336,,,,,130.125,244.08333333333334,63.125,1.0
91,Greece,79.625,,1.0,1.0,1.0,1.0,1.0,1.0,87.375,116.625,42.666666666666664,37.708333333333336,67.41666666666667,,,,,96.125,52.083333333333336,83.75,46.833333333333336,46.125,75.66666666666667,66.75,72.58333333333333,75.0,75.04166666666667,75.54166666666667,49.375,50.25,25.833333333333332,55.875,43.083333333333336,44.75,47.416666666666664,,94.29166666666667,12.125,29.208333333333332,22.0,,,49.458333333333336,13.25,46.708333333333336,37.791666666666664,101.66666666666667,,72.83333333333333,11.958333333333334,8.125,8.833333333333334,95.45833333333333,117.83333333333333,108.16666666666667,,,,,,,,164.45833333333334,158.375,181.83333333333334,201.41666666666666,,,,29.708333333333332,,,,,113.75,260.625,19.666666666666668,67.0
92,Greenland,33.75,,,,,1.0,1.0,1.0,,,,,117.75,,,,,2.4166666666666665,,,,,,,,62.0,,,,,,,,,,,,,1.0,,,,184.875,,,,,,,,,,,,,,,,,,,,,,,168.20833333333334,,,,147.16666666666666,,,,,29.833333333333332,144.0,91.54166666666667,38.416666666666664
93,Grenada,58.625,79.41666666666667,86.58333333333333,113.25,99.25,,,164.83333333333334,,,180.5,,,,,,,55.5,,,,,,,,27.708333333333332,30.458333333333332,22.916666666666668,55.75,27.083333333333332,72.25,70.45833333333333,97.66666666666667,76.33333333333333,73.25,100.25,100.875,185.125,119.20833333333333,67.33333333333333,27.625,6.708333333333333,105.70833333333333,23.916666666666668,130.54166666666666,94.95833333333333,99.125,,28.916666666666668,,,,,,,,,,,,,,173.125,168.58333333333334,178.95833333333334,227.20833333333334,,,,121.75,,,,,116.58333333333333,182.5,125.41666666666667,206.08333333333334
94,Guam,43.791666666666664,,,,,1.0,1.0,1.0,,,,,93.33333333333333,,,,,63.25,13.541666666666666,92.20833333333333,8.166666666666666,9.041666666666666,13.5,19.833333333333332,15.791666666666666,244.0,,,,,,,,,,,,,48.916666666666664,22.291666666666668,,,114.625,65.83333333333333,,,,,,148.91666666666666,107.45833333333333,125.25,21.583333333333332,30.375,26.75,,,,,,,,,,,147.0,,,,153.45833333333334,,,,,140.58333333333334,165.95833333333334,135.95833333333334,16.0
95,Guatemala,153.375,101.08333333333333,163.41666666666666,164.04166666666666,160.66666666666666,166.29166666666666,175.875,168.375,89.66666666666667,93.08333333333333,83.20833333333333,131.04166666666666,119.625,82.16666666666667,,82.66666666666667,85.66666666666667,152.83333333333334,131.75,142.58333333333334,123.08333333333333,127.20833333333333,133.29166666666666,137.125,135.25,1.2916666666666667,150.375,141.95833333333334,115.75,137.33333333333334,105.16666666666667,125.20833333333333,155.0,150.04166666666666,161.66666666666666,12.583333333333334,198.375,173.54166666666666,151.83333333333334,114.54166666666667,,119.70833333333333,179.83333333333334,210.16666666666666,99.375,132.29166666666666,151.45833333333334,72.0,109.79166666666667,65.33333333333333,114.25,99.70833333333333,142.375,122.41666666666667,130.125,31.875,36.708333333333336,32.458333333333336,66.125,61.291666666666664,65.54166666666667,45.041666666666664,38.833333333333336,44.083333333333336,63.625,31.541666666666668,77.375,71.0,74.70833333333333,211.04166666666666,31.125,89.75,97.33333333333333,49.5,204.54166666666666,102.91666666666667,204.625,163.70833333333334
96,Guinea,174.45833333333334,92.25,222.25,229.66666666666666,229.04166666666666,242.54166666666666,220.04166666666666,240.75,,,149.58333333333334,209.75,81.45833333333333,95.45833333333333,,,100.33333333333333,175.83333333333334,198.83333333333334,199.16666666666666,194.16666666666666,196.5,196.33333333333334,195.125,195.83333333333334,218.33333333333334,167.79166666666666,159.54166666666666,172.83333333333334,155.875,159.33333333333334,177.375,178.0,172.83333333333334,184.70833333333334,56.25,184.04166666666666,47.166666666666664,229.91666666666666,,18.958333333333332,140.625,247.125,219.33333333333334,180.29166666666666,217.04166666666666,72.16666666666667,102.0,141.70833333333334,34.333333333333336,164.91666666666666,136.04166666666666,226.875,224.25,225.29166666666666,15.625,18.625,18.708333333333332,82.375,79.375,79.29166666666667,85.16666666666667,193.125,129.33333333333334,196.75,81.79166666666667,8.875,9.5,9.0,254.83333333333334,67.58333333333333,131.5,134.625,67.20833333333333,247.66666666666666,93.125,245.54166666666666,214.0
97,Guinea-Bissau,187.58333333333334,119.91666666666667,232.75,225.0,224.66666666666666,244.375,255.5,254.91666666666666,68.375,15.708333333333334,193.16666666666666,215.66666666666666,46.291666666666664,,,,,148.70833333333334,193.75,195.0,180.29166666666666,190.54166666666666,189.33333333333334,184.625,187.875,113.5,136.20833333333334,127.54166666666667,180.375,123.45833333333333,179.25,187.875,178.875,169.08333333333334,184.04166666666666,22.958333333333332,72.08333333333333,211.45833333333334,231.0,150.04166666666666,3.0,130.54166666666666,253.54166666666666,235.29166666666666,108.625,210.625,70.58333333333333,100.0,148.875,231.25,211.375,219.375,185.45833333333334,174.04166666666666,180.41666666666666,26.083333333333332,26.958333333333332,27.375,71.91666666666667,71.04166666666667,70.625,95.54166666666667,68.5,41.458333333333336,42.083333333333336,37.0,27.875,29.875,28.958333333333332,232.33333333333334,,103.45833333333333,84.625,,228.875,38.083333333333336,230.875,189.45833333333334
98,Guyana,124.79166666666667,106.79166666666667,1.0,1.0,1.0,166.45833333333334,190.29166666666666,177.45833333333334,,,159.625,118.375,,,,,,132.29166666666666,69.20833333333333,25.041666666666668,113.83333333333333,110.33333333333333,99.375,126.83333333333333,107.95833333333333,218.33333333333334,59.5,67.20833333333333,111.20833333333333,63.041666666666664,103.125,82.95833333333333,89.375,88.79166666666667,70.5,118.04166666666667,122.83333333333333,209.20833333333334,139.33333333333334,,35.708333333333336,117.54166666666667,133.91666666666666,128.70833333333334,185.875,136.70833333333334,,26.0,,32.291666666666664,20.083333333333332,21.0,114.5,110.75,112.41666666666667,,,,,,,,93.58333333333333,165.91666666666666,188.125,194.91666666666666,,,,205.0,17.208333333333332,87.70833333333333,89.625,38.125,150.0,101.70833333333333,166.125,235.375
99,Haiti,190.54166666666666,76.45833333333333,208.66666666666666,217.5,214.33333333333334,243.16666666666666,222.375,227.33333333333334,,,146.5,175.75,143.66666666666666,26.333333333333332,,,,170.45833333333334,150.91666666666666,130.5,162.125,154.33333333333334,165.08333333333334,184.08333333333334,174.66666666666666,218.33333333333334,,,,,,,,,,,,,223.08333333333334,,,132.54166666666666,233.875,239.625,187.54166666666666,199.5,132.95833333333334,80.0,134.0,216.20833333333334,219.41666666666666,220.5,193.75,188.79166666666666,191.54166666666666,67.25,67.41666666666667,62.416666666666664,30.75,30.583333333333332,35.583333333333336,77.375,211.625,184.83333333333334,200.16666666666666,216.16666666666666,21.416666666666668,20.625,18.291666666666668,173.75,24.041666666666668,72.16666666666667,72.54166666666667,31.458333333333332,185.625,85.375,188.95833333333334,163.5
100,Heavily indebted poor countries (HIPC),,,193.875,200.41666666666666,199.29166666666666,228.70833333333334,234.20833333333334,238.04166666666666,,66.41666666666667,,204.54166666666666,,,,,,,178.70833333333334,172.20833333333334,181.75,179.45833333333334,170.79166666666666,174.91666666666666,172.79166666666666,182.83333333333334,,,,,,,,,,41.625,151.20833333333334,104.83333333333333,246.54166666666666,,,169.0,242.5,222.16666666666666,156.58333333333334,210.58333333333334,,,,149.79166666666666,163.0,164.5,210.91666666666666,214.375,214.08333333333334,,,,,,,,,,,,,,,240.375,,,,,245.66666666666666,37.791666666666664,245.70833333333334,216.66666666666666
101,High income,,,64.875,64.83333333333333,64.04166666666667,102.875,105.66666666666667,97.54166666666667,,155.41666666666666,,26.083333333333332,,,,,,,,,,,,,,65.79166666666667,189.83333333333334,180.83333333333334,58.458333333333336,181.58333333333334,57.75,77.33333333333333,35.0,38.625,49.5,160.04166666666666,64.79166666666667,64.29166666666667,66.83333333333333,49.541666666666664,,,64.45833333333333,85.04166666666667,11.791666666666666,18.958333333333332,,,46.375,108.875,107.58333333333333,113.95833333333333,36.0,27.041666666666668,29.208333333333332,,,,,,,,93.125,160.0,112.08333333333333,120.08333333333333,,,,67.29166666666667,,,,,88.375,228.875,48.708333333333336,58.041666666666664
102,Honduras,161.83333333333334,102.25,160.875,160.29166666666666,157.25,184.45833333333334,131.54166666666666,180.70833333333334,77.75,19.541666666666668,97.0,155.75,46.958333333333336,92.41666666666667,27.666666666666668,81.66666666666667,65.75,141.58333333333334,111.75,11.916666666666666,119.875,112.75,105.16666666666667,125.16666666666667,111.45833333333333,56.25,156.0,143.20833333333334,145.54166666666666,148.875,156.375,161.33333333333334,152.125,165.125,165.95833333333334,30.916666666666668,161.83333333333334,141.29166666666666,147.75,112.79166666666667,,99.75,162.66666666666666,176.875,60.791666666666664,146.29166666666666,164.45833333333334,57.0,102.08333333333333,6.416666666666667,2.8333333333333335,3.8333333333333335,145.0,138.91666666666666,142.375,31.208333333333332,10.791666666666666,19.583333333333332,66.79166666666667,87.20833333333333,78.41666666666667,32.291666666666664,106.95833333333333,73.70833333333333,132.41666666666666,96.75,74.70833333333333,73.95833333333333,74.58333333333333,215.58333333333334,22.666666666666668,111.54166666666667,114.66666666666667,54.708333333333336,176.54166666666666,46.958333333333336,191.83333333333334,146.45833333333334
103,"Hong Kong SAR, China",16.875,,,,,1.0,1.0,1.0,,,42.458333333333336,,77.70833333333333,,,,,47.75,,,,,,,,108.04166666666667,59.125,80.91666666666667,78.625,71.66666666666667,63.791666666666664,44.041666666666664,64.16666666666667,44.875,58.291666666666664,177.5,111.04166666666667,23.166666666666668,31.166666666666668,12.291666666666666,,,73.79166666666667,1.0,,,,,,131.79166666666666,79.83333333333333,105.25,14.416666666666666,25.416666666666668,19.0,,,,,,,,41.125,82.45833333333333,37.75,71.20833333333333,,,,3.9166666666666665,,,,,18.916666666666668,212.29166666666666,4.291666666666667,1.0
104,Hungary,69.79166666666667,,1.0,1.0,1.0,4.458333333333333,14.541666666666666,6.083333333333333,14.833333333333334,146.625,50.25,57.125,96.95833333333333,9.416666666666666,14.5,29.208333333333332,7.916666666666667,54.458333333333336,71.83333333333333,43.375,72.70833333333333,72.29166666666667,24.333333333333332,29.75,24.5,14.625,72.25,72.95833333333333,65.91666666666667,70.25,60.333333333333336,70.70833333333333,34.541666666666664,30.416666666666668,40.25,190.45833333333334,46.75,113.83333333333333,26.5,52.166666666666664,,,57.458333333333336,55.916666666666664,74.45833333333333,54.125,50.166666666666664,,14.166666666666666,59.666666666666664,63.583333333333336,69.54166666666667,33.916666666666664,26.75,28.416666666666668,,,,,,,,28.708333333333332,167.33333333333334,66.75,117.16666666666667,,,,76.375,,,,,67.58333333333333,236.95833333333334,18.291666666666668,89.875
105,IBRD only,,,132.625,130.29166666666666,133.125,151.83333333333334,155.0,155.33333333333334,,119.375,,118.95833333333333,,,,,,,119.33333333333333,130.95833333333334,106.41666666666667,112.125,110.5,99.20833333333333,105.58333333333333,84.5,,,,,,,,,,,,117.91666666666667,155.375,,,151.91666666666666,168.20833333333334,170.33333333333334,130.54166666666666,125.83333333333333,,,,92.33333333333333,109.66666666666667,104.5,139.54166666666666,154.125,146.75,,,,,,,,140.58333333333334,88.29166666666667,149.54166666666666,112.16666666666667,,,,120.58333333333333,,,,,82.95833333333333,163.08333333333334,112.83333333333333,156.125
106,IDA & IBRD total,,,144.79166666666666,148.95833333333334,145.58333333333334,176.95833333333334,180.54166666666666,181.625,,97.0,,130.625,,,,,,,136.04166666666666,141.75,130.125,132.0,123.875,116.58333333333333,121.75,108.04166666666667,,,,,,,,,,78.16666666666667,124.58333333333333,116.79166666666667,188.04166666666666,,,157.375,182.95833333333334,190.95833333333334,135.95833333333334,137.75,,,,106.625,124.08333333333333,119.16666666666667,149.83333333333334,163.0,158.04166666666666,,,,,,,,,,,102.25,,,,164.375,,,,,146.54166666666666,145.04166666666666,145.375,172.16666666666666
107,IDA blend,,,169.83333333333334,176.45833333333334,174.75,194.20833333333334,199.58333333333334,197.45833333333334,,80.75,,174.08333333333334,,,,,,,168.625,175.29166666666666,162.375,164.75,162.45833333333334,158.45833333333334,159.45833333333334,111.91666666666667,,,,,,,,,,69.58333333333333,102.70833333333333,176.08333333333334,203.83333333333334,131.75,55.333333333333336,187.29166666666666,204.04166666666666,224.54166666666666,207.83333333333334,193.29166666666666,,,,141.91666666666666,169.45833333333334,161.75,178.66666666666666,180.04166666666666,177.41666666666666,,,,,,,,165.04166666666666,74.33333333333333,130.08333333333334,63.041666666666664,,,,207.79166666666666,47.583333333333336,,,32.375,214.625,66.79166666666667,214.91666666666666,195.33333333333334
108,IDA only,,71.95833333333333,178.04166666666666,189.5,188.125,208.25,221.375,220.25,,62.208333333333336,,194.5,,,,,,,168.20833333333334,159.79166666666666,172.79166666666666,169.5,161.04166666666666,166.875,163.79166666666666,148.83333333333334,,,,,,,,,,35.291666666666664,147.79166666666666,122.25,223.41666666666666,138.20833333333334,,175.70833333333334,220.45833333333334,226.83333333333334,178.79166666666666,212.58333333333334,,,,167.16666666666666,159.08333333333334,162.375,193.54166666666666,194.0,192.125,,,,,,,,,,,,,,,227.08333333333334,,,,,214.83333333333334,71.25,209.95833333333334,227.04166666666666
109,IDA total,,,175.45833333333334,183.70833333333334,183.79166666666666,203.0,214.375,211.875,,68.83333333333333,,187.625,,,,,,,167.91666666666666,166.58333333333334,168.25,167.625,161.125,163.66666666666666,161.75,137.33333333333334,,,,,,,,,,38.708333333333336,146.66666666666666,127.41666666666667,215.41666666666666,135.83333333333334,,181.0,214.54166666666666,226.0,194.41666666666666,205.375,,,128.625,159.5,161.875,161.29166666666666,187.08333333333334,188.54166666666666,186.625,,,,,,,,,,,,,,,221.33333333333334,,,,,215.08333333333334,69.5,212.16666666666666,213.95833333333334
110,Iceland,9.75,,1.0,1.0,1.0,1.0,1.0,1.0,49.5,140.29166666666666,86.29166666666667,11.958333333333334,102.04166666666667,,,,,9.125,,,,,,,,62.0,26.666666666666668,21.0,38.208333333333336,14.208333333333334,25.208333333333332,53.0,19.958333333333332,15.083333333333334,26.625,124.70833333333333,126.625,113.625,8.625,33.125,,,47.583333333333336,96.08333333333333,44.625,13.291666666666666,14.25,,6.458333333333333,78.08333333333333,46.125,62.416666666666664,34.125,44.166666666666664,38.625,,,,,,,,26.916666666666668,84.45833333333333,27.875,63.208333333333336,,,,31.541666666666668,,,,,92.70833333333333,206.79166666666666,84.08333333333333,18.5
111,India,118.0,48.791666666666664,154.29166666666666,150.0,156.70833333333334,168.45833333333334,152.91666666666666,176.83333333333334,20.916666666666668,194.625,12.166666666666666,177.75,71.79166666666667,108.625,,73.875,106.54166666666667,171.95833333333334,150.54166666666666,168.04166666666666,133.625,143.33333333333334,158.58333333333334,147.5,153.5,185.25,187.45833333333334,181.625,83.41666666666667,184.33333333333334,78.04166666666667,84.125,108.125,119.83333333333333,123.54166666666667,128.0,44.083333333333336,48.666666666666664,176.66666666666666,,17.458333333333332,169.25,205.79166666666666,194.54166666666666,204.625,199.79166666666666,17.25,59.0,,203.33333333333334,187.5,185.375,197.04166666666666,218.875,210.08333333333334,3.0,1.5,8.458333333333334,95.0,96.5,89.5,13.375,161.5,51.416666666666664,101.33333333333333,62.0,54.041666666666664,69.33333333333333,66.75,124.33333333333333,9.041666666666666,108.41666666666667,110.91666666666667,29.291666666666668,125.41666666666667,120.375,151.58333333333334,223.625
